"","cocktails_name","ingredient_1","ingredient_2","ingredient_3","ingredient_4","ingredient_5","ingredient_6","ingredient_7","ingredient_8","ingredient_9","ingredient_10","ingredient_11","ingredient_12","abv","volume","classified_by_abv","long_and_short_drink"
"521","Mango Spice","Mango Vodka:37.5","Mango Nectar:25.0","2 slices Jalapeno","Agave Syrup:12.5","Lime Juice:20.0","Orange Bitters:1.0(dash)","","","","","","",17,96,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"522","Manhattan","Bourbon:50.0","Sweet Vermouth:10.0","Dry Vermouth:10.0","Angostura Bitters:2.0(dash)","Orange peel","","","","","","","",36.5,72,"喝到微醺最快樂！","快快喝，快快醉"
"523","Maracuja Batida","Cachaca:50.0","Lemon Juice:20.0","Sugar Syrup:20.0","2 Passion Fruit","","","","","","","","",26.4,90,"喝到微醺最快樂！","快快喝，快快醉"
"524","Marama","Light Rum:30.0","Triple Sec:12.5","Dark Rum:5.0","Lime Juice:12.5","Almond Sugar Syrup:5.0","8 Mint Leaves","Old Fashioned Bitters:3.0(dash)","Top-Up Lemonade","Lime Wedge","Mint","","",27.6,68,"喝到微醺最快樂！","快快喝，快快醉"
"525","Margarita","Tequila:37.5","Triple Sec:12.5","Lime Juice:25.0","Simple Syrup:12.5","salt","","","","","","","",22.6,88,"喝到微醺最快樂！","快快喝，快快醉"
"526","Margarita Jelly Shot","White Tequila:75.0","Triple Sec:50.0","Lime Juice:25.0","Simple Syrup:25.0","Water:25.0","Unflavoured Gelatin:5.0","","","","","","",24.3,205,"喝到微醺最快樂！","慢慢喝，還是會醉"
"527","Marquee","Bourbon Whiskey:37.5","Black Raspberry Liqueur:12.5","Cranberry Juice:37.5","Lemon Juice:12.5","","","","","","","","",16.9,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"528","Martinez","Gin:50.0","Sweet Vermouth:20.0","Maraschino Liqueur:5.0","Angostura Bitters:1.0(dash)","Lemon Twist","","","","","","","",33.3,76,"喝到微醺最快樂！","快快喝，快快醉"
"529","Martini","Gin:50.0","Dry Vermouth:10.0","Lemon twist","","","","","","","","","",39.3,60,"喝到微醺最快樂！","快快喝，快快醉"
"530","Mary Pickford","Light Rum:50.0","Pineapple Juice:50.0","Grenadine Syrup:1.0(teaspoon)","Maraschino Cherry Juice:1.0(teaspoon)","","","","","","","","",18,110,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"531","Massey","Irish Whiskey:25.0","Gin:25.0","Sweet Vermouth:20.0","Green Chartreuse:5.0","Campari:3.0","Orange Twist","","","","","","",34.1,78,"喝到微醺最快樂！","快快喝，快快醉"
"532","MasterMix","Jagermeister:30.0","Dry Vermouth:20.0","Angostura Bitters:1.0(dash)","Cherry","","","","","","","","",36.4,51,"喝到微醺最快樂！","快快喝，快快醉"
"533","Mauresque","Pastis:30.0","Orgeat Syrup:10.0","","","","","","","","","","",32.9,40,"喝到微醺最快樂！","快快喝，快快醉"
"534","May Day","Rum:25.0","2  Pitted and Chopped Peaches","4 Strawberries Cubed","2 Passionfruit Flesh and Seeds","Cloudy Apple Juice:100.0","Sugar:1.0(tablespoon)","Grated Fresh Ginger:2.0(teaspoon)","Apple Fan","","","","",6.6,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"535","Maya Magic","Pineapple Vodka:25.0","Vanilla Vodka:25.0","Triple-Sec:12.5","Cranberry Juice:12.5","Pineaqpple Slice","","","","","","","",25.5,75,"喝到微醺最快樂！","快快喝，快快醉"
"536","Melancia Sour","Cachaca:37.5","Lemon Grass Syrup:12.5","Lime Juice:12.5","Water Melon Juice:37.5","","","","","","","","",17.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"537","Melon Ball","Melon Liqueur:5.0","Pineapple Juice:5.0","Vodka:10.0","","","","","","","","","",24,20,"喝到微醺最快樂！","快快喝，快快醉"
"538","Melon Cucumber-tini","Melon Vodka:50.0","Simple Syrup:12.5","Fresh Cucumber","","","","","","","","","",31.5,62,"喝到微醺最快樂！","快快喝，快快醉"
"539","Melon Patch","Melon Liqueur:25.0","Triple Sec:12.5","Vodka:50.0","Soda Water:100.0","Orange Slice","","","","","","","",16,188,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"540","Melon Splash","Bourbon Whiskey:37.5","Melon Liqueur:12.5","Lemon-Lime Soda:25.0","Lime slice","","","","","","","","",23.2,75,"喝到微醺最快樂！","快快喝，快快醉"
"541","Merry Irishman","Irish Whiskey:40.0","Coffee Liqueur:20.0","Mint Schnapps:10.0","Candy Cane","","","","","","","","",40.8,70,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"542","Metropolitan","Brandy:60.0","Sweet Red Vermouth:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",48.8,81,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"543","Mex-tini","Orange Vodka:25.0","Tequila:25.0","Orange Juice:12.5","Orange Slice","","","","","","","","",29.5,62,"喝到微醺最快樂！","快快喝，快快醉"
"544","Mexican Martini","Tequila:50.0","Pineapple Juice:50.0","Black Raspberry Liqueur:5.0","","","","","","","","","",19.6,105,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"545","Mexican Mojito","Tequila:40.0","Lime Juice:30.0"," 3 Mint Leaves ","Simple Syrup:5.0","Soda Water:1.0(splash)","","","","","","","",19.5,81,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"546","Mexican Surfer","Tequila:25.0","Pineapple Juice:37.5","Lime Cordial:37.5","","","","","","","","","",9.9,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"547","Mezcal Passion","Mezcal:37.5","Lime Juice:20.0","Passion Fruit Puree:20.0","3 Muddled Cucumber Slices","Agave Nectar:1.0(bar spoon)","Ginger Beer:25.0","Cucumber Slice","pinch of Ground Chilli","","","","",21.6,105,"喝到微醺最快樂！","快快喝，快快醉"
"548","Miami Iced Tea","Vodka:12.5","Light Rum:12.5","Gin:12.5","Peach Schnapps:12.5","Triple Sec:12.5","Sour Mix:25.0","Cranberry Juice:25.0","Lemon-Lime Soda:1.0(splash)","","","","",19.3,118,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"549","Michael Collins","Irish Whiskey:50.0","Lemon Juice:25.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","","","","","","","","",24.1,82,"喝到微醺最快樂！","快快喝，快快醉"
"550","Michelada","Beer:300.0","juice from 1 Lemon","Worcestershire Sauce:2.0(dash)","Soy Sauce:1.0(dash)","Tabasco Sauce:1.0(dash)","1 pinch Black Pepper","","","","","","",4.4,304,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"551","Michigan Iced Tea","Gin:15.0","Vodka:15.0","Tequila:15.0","White Rum:15.0","Triple Sec:15.0","Lemon Juice:25.0","Gomme syrup:30.0","Ginger Ale:1.0(splash)","","","","",22.2,136,"喝到微醺最快樂！","慢慢喝，還是會醉"
"552","Midnight Martini","Coffee Vodka:80.0","Coffee Liqueur:5.0","Lemon Twist","","","","","","","","","",20.9,85,"喝到微醺最快樂！","快快喝，快快醉"
"553","Midori Sour","Melon Liqueur:25.0","Sweet and Sour mix:25.0","Lemon and Lime Soda:50.0","","","","","","","","","",5.2,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"554","Mimosa","Champagne:75.0","Orange Juice:75.0","","","","","","","","","","",6.1,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"555","Minnehaha","Gin:37.5","Sweet Vermouth:20.0","Dry Vermouth:20.0","Orange Juice:5.0","","","","","","","","",31.9,82,"喝到微醺最快樂！","快快喝，快快醉"
"556","Mint and Honey Daiquiri","Light Rum:50.0","Lime Juice:12.5","2 spoons of Runny Honey","3 Mint Leaves","","","","","","","","",31.5,62,"喝到微醺最快樂！","快快喝，快快醉"
"557","Mint Julep","Knob Creek Bourbon:50.0","Granulated Sugar:1.0(bar spoon)","8 Mint leaves","Mint sprigs","","","","","","","","",46.7,52,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"558","Missouri Mule","Bourbon Whiskey:50.0","Applejack:50.0","Campari:25.0","Triple Sec:25.0","Lemon Juice:50.0","","","","","","","",21.2,200,"喝到微醺最快樂！","慢慢喝，還是會醉"
"559","Mistletoe Martini","Vodka:50.0","Orange Juice:50.0","Chilled Cranberry Tea:75.0","Lemon Juice:20.0","Sugar:3.0(teaspoon)","","","","","","","",9.5,210,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"560","Misty Maple Leaf","Canadian Mist Whiskey:50.0","Maple Syrup:12.5","Soda Water:1.0(splash)","","","","","","","","","",28.8,68,"喝到微醺最快樂！","快快喝，快快醉"
"561","Misty Pear","Canadian Mist Whiskey:100.0","Pear Nectar:75.0","Peach Nectar:25.0","Lime juice:25.0","Asian Pear","","","","","","","",17.7,225,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"562","Mochatini","Coffee Liqueur:25.0","Chocolate Liqueur:12.5","Vanilla Vodka:25.0","White Chocolate and Sugar","","","","","","","","",34.4,62,"喝到微醺最快樂！","快快喝，快快醉"
"563","Modern English","Gin:65.0","Pear Nectar:25.0","Maple Syrup:12.5","Lemon Juice:12.5","Goldschlager:1.0(bar spoon)","Cinnamon Stick","","","","","","",22.9,118,"喝到微醺最快樂！","快快喝，快快醉"
"564","Mojito","White Rum:50.0","8 Mint leaves","Sugar Syrup:12.5","Lime Juice:25.0","2 Mint sprigs","","","","","","","",22.6,88,"喝到微醺最快樂！","快快喝，快快醉"
"565","Mojito Royal","White Rum:40.0","Lime Juice:30.0"," 3 Mint Leaves","Sugar:2.0(teaspoon)","Champagne:1.0(splash)","","","","","","","",19.3,86,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"566","Moloko Plus","Absinthe:25.0","Anisette Liqueur:25.0","Irish Cream Liqueur:50.0","Milk:125.0","Sugar:1.0(tablespoon)","","","","","","","",13.8,240,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"567","Momotaro","Gin:50.0","Peach Puree:50.0","Lemon Juice:12.5","Sugar Syrup:5.0","","","","","","","","",16.9,118,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"568","Monte Carlo","Rye Whiskey:50.0","Benedictine:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",47.2,71,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"569","Moscow Mule","Vodka:37.5","Lime juice:25.0","Sugar Syrup:12.5","Ginger Beer:1.0(splash)","","","","","","","","",19,81,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"570","Mound Bar","Coconut Rum:50.0","Hot Chocolate","Whipped Cream","","","","","","","","","",20.6,50,"喝到微醺最快樂！","快快喝，快快醉"
"571","Mountain Sipper","Bourbon Whiskey:50.0","Triple Sec:25.0","Cranberry Juice:25.0","Grapefruit Juice:25.0","Sugar Syrup:1.0(dash)","","","","","","","",23.6,126,"喝到微醺最快樂！","慢慢喝，還是會醉"
"572","Mudslide","Vodka:25.0","Coffee Liqueur:25.0","Irish Cream Liqueur:25.0","","","","","","","","","",31.9,75,"喝到微醺最快樂！","快快喝，快快醉"
"573","My Fair Lady","Gin:25.0","Lemon Juice:25.0","Orange Juice:25.0","Strawberry Syrup:25.0","Egg White:1.0(dash)","","","","","","","",9.9,101,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"574","Nacional Daiquiri","Light Rum:50.0","Apricot Brandy:12.5","Pineapple Juice:37.5","Lime Juice:12.5","","","","","","","","",21.5,112,"喝到微醺最快樂！","快快喝，快快醉"
"575","Naked Lady","Rum:35.0","Sweet Vermouth:35.0","Apricot Brandy:5.0","Pomegranate Grenadine Syrup:5.0","Lemon Juice:5.0","Lemon Zest","","","","","","",25.6,85,"喝到微醺最快樂！","快快喝，快快醉"
"576","Napolean","Gin:50.0","Grand Marnier:25.0","Dubonnet Rouge:12.5","","","","","","","","","",36.6,88,"喝到微醺最快樂！","快快喝，快快醉"
"577","Navy Grog","Dark Rum:50.0","Light Rum:25.0","Lime Juice:20.0","Pink Grapefruit Juice:50.0","Runny Honey:12.5","Top-Up Soda","","","","","","",18.9,158,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"578","Negroni","Gin:25.0","Sweet Red Vermouth:25.0","Campari:25.0","Orange Peel","","","","","","","","",25.8,75,"喝到微醺最快樂！","快快喝，快快醉"
"579","Nevada Cocktail","Light Rum:50.0","Grapefruit Juice:50.0","Lime Juice:25.0","Superfine Sugar:2.0(teaspoon)","Bitters:1.0(dash)","","","","","","","",14.9,136,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"580","New Orleans Fizz","Gin:37.5","Lime Juice:12.5","Lemon Juice:12.5","Simple Syrup:30.0","Half and Half:50.0","1 Egg White","Orange Flower Water:2.0(dash)","Soda Water","","","","",12,144,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"581","New York Cocktail","Canadian Whiskey:50.0","Lemon Juice:25.0","Sugar:1.0(teaspoon)","Grenadine Syrup:1.0(teaspoon)","Lemon Twist","","","","","","","",23.3,85,"喝到微醺最快樂！","快快喝，快快醉"
"582","New Zealander Sangria","White Wine:1.0(bottle)","Ginger Ale:2.0(cup)","Sugar:0.25(cup)","4 Sliced Kiwis","1 Lemon and 1 Tangerine Sliced","","","","","","","",9.6,832,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"583","Nikolaschka","Cognac:37.5","powdered coffee:1.0(teaspoon)","powdered sugar:1.0(teaspoon)","1 peeled Lemon disk","","","","","","","","",31,47,"喝到微醺最快樂！","快快喝，快快醉"
"584","Ninotchka","Vanilla Vodka:50.0","Lemon Juice:12.5","White Crème de Cacao:12.5","","","","","","","","","",27.1,75,"喝到微醺最快樂！","快快喝，快快醉"
"585","Nixon","Bourbon Whiskey:30.0","Sloe Gin:30.0","peach bitters:2.0(dash)","","","","","","","","","",33.4,62,"喝到微醺最快樂！","快快喝，快快醉"
"586","Norina","Dry Vermouth:25.0","Peach Liqueur:25.0","lemon twist","","","","","","","","","",31.4,50,"喝到微醺最快樂！","快快喝，快快醉"
"587","Nuts and Berries","Frangelico:25.0","Chambord:25.0","Cream","","","","","","","","","",17.9,50,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"588","Nutty Irishman","Irish Cream Liqueur:15.0","Frangelico:15.0","","","","","","","","","","",17.9,30,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"589","Nutty Martini","Vodka:50.0","Frangelico:20.0","Sugar Syrup:1.0(teaspoon)","","","","","","","","","",31.6,75,"喝到微醺最快樂！","快快喝，快快醉"
"590","Oatmeal Cookie","Butterscotch Schnapps:20.0","Irish Cream Liqueur:20.0","Jagermeister:1.0(splash)","Cinnamon Schnapps:1.0(splash)","","","","","","","","",23.2,52,"喝到微醺最快樂！","快快喝，快快醉"
"591","Obituary Cocktail","Gin:50.0","Dry Vermouth:5.0","Absinthe:5.0","","","","","","","","","",42.1,60,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"592","October Screwdriver","Blavod Black vodka:75.0","Orange Juice:75.0","","","","","","","","","","",19.9,150,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"593","Old Cuban","Light Rum:37.5","Dark Rum:12.5","Lime Juice:20.0","Sugar Syrup:12.5","8 Mint Leaves","Old-Fashioned Bitters:1.0(dash)","Top-Up Champagne.","","","","","",23.9,83,"喝到微醺最快樂！","快快喝，快快醉"
"594","Old Etonian","Gin:37.5","Lillet blanc:37.5","Crème de Noyaux:2.0(dash)","Orange Bitters:2.0(dash)","","","","","","","","",28,79,"喝到微醺最快樂！","快快喝，快快醉"
"595","Old Lay","Gold Tequila:30.0","Triple Sec:20.0","Lime Juice:1.0(splash)","Grenadine Syrup","","","","","","","","",35.1,56,"喝到微醺最快樂！","快快喝，快快醉"
"596","Old Pal","Canadian whiskey:25.0","Dry Vermouth:25.0","Campari:25.0","","","","","","","","","",34.7,75,"喝到微醺最快樂！","快快喝，快快醉"
"597","One Balled Dictator","Liebfraumilch:100.0","Champagne:20.0","1 Cinnamon Ball","","","","","","","","","",11.1,120,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"598","Orange  Julius","Orange Juice:1.0(cup)","Milk:50.0","Vanilla Extract:1.0(teaspoon)","Sugar:2.0(tablespoon)","1 scoop Vanilla Ice Cream","","","","","","","",1.4,121,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"599","Orange Blossom","Gin:20.0","Sweet Vermouth:20.0","Orange Juice:20.0","","","","","","","","","",19,60,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"600","Orange Margarita","Tequila:37.5","Triple Sec:12.5","Lime Juice:1.0(dash)","scoop of Orange Sherbert","Orange Slice","","","","","","","",38.5,51,"喝到微醺最快樂！","快快喝，快快醉"
"601","Orange Martini","Gin:50.0","Triple Sec:12.5","Dry Vermouth:12.5","Orange Bitters:1.0(dash)","Orange Twist","","","","","","","",39.1,76,"喝到微醺最快樂！","快快喝，快快醉"
"602","Orange Tundra","Vodka:25.0","Coffee Liqueur:25.0","Orange Juice:25.0","Cream Soda:25.0","","","","","","","","",19.8,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"603","Oriental","Rye Whiskey:37.5","Sweet Vermouth:20.0","Triple Sec:20.0","Lime Juice:12.5","Cherry","","","","","","","",33.8,90,"喝到微醺最快樂！","快快喝，快快醉"
"604","Painkiller","Dark Rum:50.0","Coconut Cream:25.0","Pineapple Juice:100.0","Orange Juice:25.0","Orange Wheel","","","","","","","",10,200,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"605","Paloma","Tequila:50.0","Pink Grapefruit Juice:27.5","Sugar Syrup:20.0","Lime Juice:10.0","Pink Grapefruit wedge","","","","","","","",18.4,108,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"606","Pamoyo","Gin:10.0","Lemonade:10.0","Grape Juice:10.0","","","","","","","","","",12.9,30,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"607","Pamplemousse","Sparling Wine:90.0","Red Grapefruit Liqueur:10.0","","","","","","","","","","",11.5,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"608","Panama","Cognac:50.0","White Crème de Cacao:50.0","Cream:50.0","","","","","","","","","",21.5,150,"喝到微醺最快樂！","慢慢喝，還是會醉"
"609","Pancho Villa","Light Rum:25.0","Gin:25.0","Apricot Brandy:25.0","Cherry Brandy:12.5","Pineapple Juice:100.0","Mineral Water:25.0","","","","","","",15.8,212,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"610","Paradise","Gin:35.0","Apricot Brandy:20.0","Orange Juice:15.0","","","","","","","","","",29.6,70,"喝到微醺最快樂！","快快喝，快快醉"
"611","Parisian Blond","Rum:25.0","Orange Curacao:25.0","Heavy Cream:25.0","Vanilla Extract","","","","","","","","",19.7,75,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"612","Park Avenue Cocktail","Gin:50.0","Sweet Vermouth:20.0","Pineapple Juice:20.0","Triple Sec:5.0","","","","","","","","",26.7,95,"喝到微醺最快樂！","快快喝，快快醉"
"613","Passbour Cooler","Bourbon Whiskey:37.5","Cherry Brandy:20.0","Cranberry Juice:75.0","2 Passion Fruit","","","","","","","","",17.2,132,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"614","Passion Cocktail","Gold Tequila:50.0","Cranberry Juice:75.0","Lime Juice:25.0","Grand Marnier:50.0","Lime Slice","","","","","","","",19.9,200,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"615","Passion Fruit Caipirinha","Cachaca:50.0","Sugar Syrup:20.0","1 passion fruit","1 whole quartered Lime","","","","","","","","",33.8,70,"喝到微醺最快樂！","快快喝，快快醉"
"616","Passion Fruit Daiquiri","Bacardi Rum:25.0","Passoa:25.0","Lime Juice:25.0","Sugar Syrup:12.5","1 Passion Fruit","","","","","","","",16.9,88,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"617","Passion Fruit Martini","Gin:50.0","Triple Sec:12.5","Lemon Juice:5.0","Sugar Syrup:12.5","Water:12.5"," 2 Passion Fruits","","","","","","",26.7,92,"喝到微醺最快樂！","快快喝，快快醉"
"618","Passion Fruit Sangria","Sweet White Wine:1.0(bottle)","Passionfruit Juice:2.0(cup)","Pineapple Juice:2.0(cup)","Ginger Ale:1.0(cup)","1 Lemon","1 Orange and 1 Lime all cut into wedges","","","","","","",8.3,933,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"619","Passion Fruit Vodkatini","Vodka:50.0","Sugar Syrup:12.5","1 passion fruit","","","","","","","","","",31.5,62,"喝到微醺最快樂！","快快喝，快快醉"
"620","Passion Punch","Light Rum:50.0","Dark Rum:25.0","Orange Juice:25.0","Sugar Syrup:12.5","2 Passion Fruit","","","","","","","",26.4,112,"喝到微醺最快樂！","快快喝，快快醉"
"621","Patriot Sangria","White Wine:1.0(bottle)","Limoncello:50.0","Blueberries:1.0(cup)","Strawberries:1.0(cup)","Sugar:0.3333333333333333(cup)","Ginger Ale:2.0(cup)","","","","","","",9.8,959,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"622","Peach Batida","Cachaca:50.0","Peach Puree:50.0","Lime Juice:20.0","Condensed Milk:25.0","Lime Wheel","","","","","","","",16.4,145,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"623","Peach Cosmopolitan","Citrus Vodka:40.0","Peach Schapps:15.0","Lime Juice:15.0","Peach Juice:30.0","Lime wedge","","","","","","","",19.4,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"624","Peach Julius","Fresh Peach Juice:1.0(cup)","Milk:50.0","Vanilla Extract:1.0(teaspoon)","Sugar:1.0(tablespoon)","1 scoop Vanilla Ice-Cream","","","","","","","",1.6,106,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"625","Peach Long Island","Gin:25.0","Vodka:25.0","Peach Schnapps:25.0","White Rum:25.0","Triple Sec:25.0","Lemon Juice:35.0","Gomme syrup:50.0","Coke:1.0(splash)","","","","",21.2,216,"喝到微醺最快樂！","慢慢喝，還是會醉"
"626","Peach Margarita","Tequila:37.5","Triple Sec:5.0","Peach Schnapps:5.0","Lime Juice:5.0","1 Skinned and Pitted Peach","","","","","","","",34,52,"喝到微醺最快樂！","快快喝，快快醉"
"627","Peach Mojito","Light Rum:50.0","Peach Puree:20.0","Lime Juice:20.0","Sugar Syrup:12.5","12 Mint Leaves","Top-Up Soda Water","Mint Sprig","","","","","",19.3,102,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"628","Peach Pomegranate Holiday Martini","Pomegranate Vodka:25.0","Peach Schnapps:20.0","Orange Juice:25.0","Lemon Juice:1.0(splash)","Ground Cinnamon","Granulated Sugar","","","","","","",11.8,76,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"629","Pear and Cardamom Sidecar","Xante:25.0","Triple-Sec:25.0","Lemon Juice:25.0","3 Cardamoms","","","","","","","","",17.4,75,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"630","Pear and Elderflower Martini","Vodka:50.0","Pear Juice:50.0","Elderflower Cordial:5.0","Sugar Syrup:5.0","","","","","","","","",18,110,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"631","Pegu","Gin:37.5","Triple Sec:20.0","Bitters:1.0(dash)","Orange Bitters:1.0(dash)","Lime Juice:1.0(teaspoon)","Lime twist","","","","","","",36,64,"喝到微醺最快樂！","快快喝，快快醉"
"632","Peppermint Froth","Premium Vodka:37.5","Peppermint Schnapps:25.0","Simple Syrup:12.5","Cream:12.5","Candy Cane","","","","","","","",31.1,88,"喝到微醺最快樂！","快快喝，快快醉"
"633","Peppermint Kiss","Melon Liqueur:25.0","Vodka:25.0","Pineapple Juice:75.0","Lemon Juice:5.0","Peppermint Schnapps:5.0","6 Basil Leaves gently torn","Raspberry","","","","","",13.1,135,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"634","Perfect Manhattan","Rye Whiskey:50.0","Sweet Red Vermouth:10.0","Dry Vermouth:10.0","Angostura Bitters:1.0(dash)","","","","","","","","",44.1,71,"人生偶爾就是要來大醉一場","快快喝，快快醉"
"635","Perfect Storm","Grand Marnier:37.5","Lime Juice:12.5","Ginger Beer:75.0","3 drops Angostura Bitters","Lime Wedge","","","","","","","",17.3,125,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"636","Phil Collins","Lemon-Lime Soda:100.0","Freshly Squeezed Lemon Juice:50.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","","","","","","","","",0,157,"偷偷告訴你，我不含酒精呦～","慢慢喝，還是會醉"
"637","Pina Colada","White Rum:50.0","Pineapple Juice:100.0","Coconut Cream:25.0","Cream:25.0","Pineapple Slice","pinch of Salt","","","","","","",10,200,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"638","Pina Martini","Vodka:50.0","Pineapple Juice:45.0","Lime Juice:5.0","Sugar Syrup:1.0(dash)","","","","","","","","",19.6,101,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"639","Pineapple Mojito","Rum:75.0","Triple Sec:25.0","Pineapple Juice:25.0","2 slices Pineapple","4 Lime Wedges","6 Mint Leaves","Mint Sprig","","","","","",31.7,125,"喝到微醺最快樂！","慢慢喝，還是會醉"
"640","Pineapple Punch","Light Rum:37.5","Dark Rum:12.5","Triple Sec:12.5","Almond Sugar Syrup:5.0","Lime Juice:12.5","Pineapple Juice:75.0","","","","","","",16,155,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"641","Pineapple Sangria","White Wine:1.0(bottle)","Coconut Rum:75.0","Ginger Ale:4.0(cup)","Sugar:0.25(cup)","1 Orange and 1 Lemon sliced into wedges","1 Diced Pineapple","","","","","","",10.2,980,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"642","Pink Campari","Campari:25.0","Rye Whisky:25.0","5 Fresh Raspberries","Pear Juice:1.0(splash)","Cranberry Juice:1.0(splash)","Sweet and Sour Mix:1.0(splash)","Lime Twist","","","","","",26,68,"喝到微醺最快樂！","快快喝，快快醉"
"643","Pink Elephant","Amarula Cream:37.5","Chocolate Liqueur:25.0","Raspberry Puree:75.0","Merlot:50.0","Heavy Cream:75.0","","","","","","","",7.4,262,"啊啊啊啊明天還有早八Orz","慢慢喝，還是會醉"
"644","Pink Gin","Gin:25.0","Angostura Bitters:3.0(dash)","","","","","","","","","","",39.1,28,"喝到微醺最快樂！","快快喝，快快醉"
"645","Pink Grapefruit Margarita","Tequila:50.0","Pink Grapefruit Juice:25.0","Lime Juice:12.5","Sugar Syrup:5.0","Lime Wheel","","","","","","","",21.4,92,"喝到微醺最快樂！","快快喝，快快醉"
"646","Pink Honey Martini","Honey Liqueur:25.0","Vodka:25.0","Cranberry Juice:1.0(splash)","Sweet and Sour Mix:1.0(dash)","","","","","","","","",32.4,57,"喝到微醺最快樂！","快快喝，快快醉"
"647","Pink Lady","Gin:37.5","Applejack:20.0","Lemon Juice:5.0","Grenadine Syrup:2.0(dash)","1 Egg White","1 Maraschino Cherry","","","","","","",27.5,64,"喝到微醺最快樂！","快快喝，快快醉"
"648","Pink Russian","Milk:90.0","Crème de Cassis:10.0","","","","","","","","","","",1.5,100,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
"649","Pink Squirrel","White Crème de Cacao:20.0","Crème de Noyaux:20.0","Cream:37.5","","","","","","","","","",16.6,78,"啊啊啊啊明天還有早八Orz","快快喝，快快醉"
